air_conditioner,bath_num,chimney,condition,garage,garden,house_type,m2_real,price,room_num,storage_room,swimming_pool,terrace,latitude,longitude,address,p_code,region,municipality
0,1,0,Resale,Not Included,0,Apartment,76,95000.0,3,1,0,0,43.1564521,-2.7900133,"Zelaia, Zelaieta etorbidea, Oilakorbe, Olarra, Aránzazu, Vizcaya, País Vasco, 48140, España",48140,País Vasco,Vizcaya
0,1,0,Resale,Not Included,1,Apartment,75,99900.0,3,1,0,0,42.98684189999999,-3.0071994,"BI-4906, Orduña, Vizcaya, País Vasco, 48460, España",48460,País Vasco,Vizcaya
0,2,0,Fixer-upper,Not Included,0,Single-Family Home,6000,399900.0,4,0,0,0,43.1267991,-2.9660927,"3, Calle Zabala, Santa Cruz de Llodio, Larrazabal-Gardea, Llodio, Ayala, Álava, País Vasco, 01400, España",1400,País Vasco,Álava
0,2,0,Resale,Included,0,Apartment,95,210000.0,3,0,0,0,43.2081153,-2.7785634,"Lemoa, Lemona, Vizcaya, País Vasco, 48330, España",48330,País Vasco,Vizcaya
0,3,0,Resale,Included,0,Townhouse,300,358000.0,4,0,0,1,43.1490751,-2.847737,"Zeberio, Zubialde, Ceberio, Vizcaya, País Vasco, 48148, España",48148,País Vasco,Ceberio
0,5,0,Resale,Included,1,Single-Family Home,340,661113.0,5,1,0,0,43.1075643,-2.9112964,"Beraza, San Juan, Zubiaur, Orozco, Vizcaya, País Vasco, 48410, España",48410,País Vasco,Vizcaya
0,5,0,Resale,Included,1,Townhouse,150,385000.0,5,1,0,1,43.2086175,-2.8020097,"Carretera Tarragona-Bilbao, Bedia, Vedia, Vizcaya, País Vasco, 48390, España",48390,País Vasco,Vizcaya
0,4,0,Resale,Not Included,1,Single-Family Home,350,350000.0,3,1,0,1,43.1345871,-2.7836074,"012, Barrio Herriko Plaza, Herriko Plaza, Esparta, Artea, Vizcaya, País Vasco, 48142, España",48142,País Vasco,Artea
0,1,0,Resale,Included,0,Apartment,72,180500.0,2,1,0,0,43.208637,-2.7751137,"Lemoa, Lemona, Vizcaya, País Vasco, 48330, España",48330,País Vasco,Vizcaya
0,3,0,Resale,Included,1,Duplex,180,270000.0,6,1,0,1,42.9934143,-3.017331,"Paseo de la Antigua, Urduña - Orduña, Orduña, Vizcaya, País Vasco, 48460, España",48460,País Vasco,Vizcaya
0,2,0,Fixer-upper,Included,1,Rural House,650,304990.0,6,0,0,0,43.1730622,-2.919982,"Arene, Uribarri, Arrancudiaga, Arrancudiaga-Zollo, Vizcaya, País Vasco, 48490, España",48490,País Vasco,Vizcaya
0,4,0,Resale,Included,1,Townhouse,350,310000.0,4,1,0,1,43.1345871,-2.7836074,"012, Barrio Herriko Plaza, Herriko Plaza, Esparta, Artea, Vizcaya, País Vasco, 48142, España",48142,País Vasco,Artea
